,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
22,24_25VITD3Hm,24R-Vitamin D-25-Hydroxylase (D3),25hvitd3_m + 2.0 h_m + nadph_m + o2_m --> 2425dhvitd3_m + h2o_m + nadp_m,"(0.0, 100.0)",Vitamin D metabolism
23,24NPHte,Transport of Xenobiotic,24nph_e <=> 24nph_c,"(-100.0, 100.0)","Transport, extracellular"
24,25HVITD2t,25-Hydroxyvitamin D2 Transport from Cytoplasm,25hvitd2_c --> 25hvitd2_e,"(0.0, 100.0)","Transport, extracellular"
25,25HVITD2tin_m,25-Hydroxyvitamin D2 Transport in Mitochondria,25hvitd2_c --> 25hvitd2_m,"(0.0, 100.0)","Transport, mitochondrial"
26,25HVITD3t,25-Hydroxyvitamin D3 Transport from Cytoplasm,25hvitd3_c --> 25hvitd3_e,"(0.0, 100.0)","Transport, extracellular"
27,25HVITD3tin_m,25-Hydroxyvitamin D3 Transport in Mitochondria,25hvitd3_c --> 25hvitd3_m,"(0.0, 100.0)","Transport, mitochondrial"
28,25VITD2Hm,1-Alpha-Vitamin D-25-Hydroxylase (D2),25hvitd2_m + 2.0 h_m + nadph_m + o2_m --> 1a25dhvitd2_m + h2o_m + nadp_m,"(0.0, 100.0)",Vitamin D metabolism
29,25VITD3Hm,1-Alpha-Vitamin D-25-Hydroxylase (D3),25hvitd3_m + 2.0 h_m + nadph_m + o2_m --> 1a25dhvitd3_m + h2o_m + nadp_m,"(0.0, 100.0)",Vitamin D metabolism
30,2AMACHYD,2-Aminoacrylate Hydrolysis,2amac_c + h2o_c --> nh4_c + pyr_c,"(0.0, 100.0)","Glycine, serine, alanine, and threonine metabolism"
31,2AMACSULT,2-Aminoacrylate Sulfotransferase,2amac_c + h_c + nadph_c + paps_c --> Lcyst_c + nadp_c + pap_c,"(0.0, 100.0)",Methionine and cysteine metabolism
32,2AMADPTm,L-2-Aminoadipate Shuttle (Cytosol/Mitochondria),L2aadp_c + akg_m --> L2aadp_m + akg_c,"(0.0, 100.0)",Lysine metabolism
33,2DR1PP,2-Deoxy-D-Ribose 1-Phosphate Phosphorylase,2dr1p_c + h2o_c --> drib_c + pi_c,"(0.0, 100.0)",Pyrimidine catabolism
34,2HBO,2-Hydroxybutyrate:NAD+ Oxidoreductase,2hb_c + nad_c <=> 2obut_c + 2.0 h_c + nadh_c,"(-100.0, 100.0)",Propanoate metabolism
35,2HBt2,2-Hydroxybutyrate Symport with Proton,2hb_e + h_e <=> 2hb_c + h_c,"(-100.0, 100.0)","Transport, extracellular"
36,2HCO3_NAt,Bicarbonate Transport (Na/Hco3 1:2 Symport),2.0 hco3_e + na1_e <=> 2.0 hco3_c + na1_c,"(-100.0, 100.0)","Transport, extracellular"
37,2MCITt,2-Methylcitrate Transport via Diffusion,2mcit_c <=> 2mcit_e,"(-100.0, 100.0)","Transport, extracellular"
38,2OXOADOXm,"2-Oxoadipate:Lipoamde 2-Oxidoreductase (Decarboxylating And Acceptor-Succinylating), Mitochondrial",2oxoadp_m + coa_m + nad_m --> co2_m + glutcoa_m + h_m + nadh_m,"(0.0, 100.0)",Lysine metabolism
39,2OXOADPTm,2-Oxoadipate Shuttle (Cytosol/Mitochondria),2oxoadp_c + akg_m <=> 2oxoadp_m + akg_c,"(-100.0, 100.0)",Tryptophan metabolism
40,34DHOXPEGOX,"3, 4-Dihydroxyphenylethyleneglycol:NAD+ Oxidoreductase",34dhmald_c + 2.0 h_c + nadh_c <=> 34dhoxpeg_c + nad_c,"(-100.0, 100.0)",Tyrosine metabolism
41,34DHOXPEGt,"3, 4-Dihydroxyphenylethyleneglycol Transport (Diffusion)",34dhoxpeg_c <=> 34dhoxpeg_e,"(-100.0, 100.0)","Transport, extracellular"
42,34DHPHAMT,"3, 4-Dihydroxyphenylacetate:Amet O-Methyltransferase",34dhpha_c + amet_c --> ahcys_c + 2.0 h_c + homoval_c,"(0.0, 100.0)",Tyrosine metabolism
43,34DHPHEt,"3, 4-Dihydroxy-L-Phenylalanine Transport",34dhphe_e <=> 34dhphe_c,"(-100.0, 100.0)","Transport, extracellular"
44,34DHPLACOX,"3, 4-Dihydroxyphenylacetaldehyde:NAD+ Oxidoreductase",34dhpac_c + h2o_c + nad_c --> 34dhpha_c + 3.0 h_c + nadh_c,"(0.0, 100.0)",Tyrosine metabolism
45,34DHPLACOX_NADP,"3, 4-Dihydroxyphenylacetaldehyde:NADP+ Oxidoreductase",34dhpac_c + h2o_c + nadp_c <=> 34dhpha_c + 3.0 h_c + nadph_c,"(-100.0, 100.0)",Tyrosine metabolism
46,34DHXMANDACOX,"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase",34dhmald_c + h2o_c + nad_c --> 34dhoxmand_c + 3.0 h_c + nadh_c,"(0.0, 100.0)",Tyrosine metabolism
47,34DHXMANDACOX_NADP,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase",34dhmald_c + h2o_c + nadp_c <=> 34dhoxmand_c + 3.0 h_c + nadph_c,"(-100.0, 100.0)",Tyrosine metabolism
48,34HPLFM,3- (4-Hydroxyphenyl-)Lactate Formation,34hpp_m + 2.0 h_m + nadh_m --> 34hpl_m + nad_m,"(0.0, 100.0)",Ubiquinone synthesis
49,34HPPOR,4-Hydroxyphenylpyruvate:Oxygen Oxidoreductase,34hpp_c + o2_c --> co2_c + hgentis_c,"(0.0, 100.0)",Tyrosine metabolism
50,35CGMPtn,35CGMP Nuclear Transport,35cgmp_c <=> 35cgmp_n,"(-100.0, 100.0)","Transport, nuclear"
51,3AIBTm,"L-3-Aminoisobutyrate Transaminase, Mitochondrial",2mop_m + glu_L_m <=> 3aib_m + akg_m,"(-100.0, 100.0)","Valine, leucine, and isoleucine metabolism"
52,3AIBtmi,"3-Amino-Isobutyrate Transport, Mitochondrial",3aib_m --> 3aib_c,"(0.0, 100.0)","Transport, mitochondrial"
53,3DPHBH1,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),3dphb_m + 2.0 h_m + nadh_m + o2_m --> 3dpdhb_m + h2o_m + nad_m,"(0.0, 100.0)",Ubiquinone synthesis
54,3DPHBH2,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADPH),3dphb_m + 2.0 h_m + nadph_m + o2_m --> 3dpdhb_m + h2o_m + nadp_m,"(0.0, 100.0)",Ubiquinone synthesis
55,3DSPHR,3-Dehydrosphinganine Reductase,3dsphgn_c + 2.0 h_c + nadph_c --> nadp_c + sphgn_c,"(0.0, 100.0)",Sphingolipid metabolism
56,3HAO,"3-Hydroxyanthranilate 3, 4-Dioxygenase",3hanthrn_c + o2_c --> cmusa_c,"(0.0, 100.0)",Tryptophan metabolism
57,3HBCDm,"3-Hydroxybutyryl Coenzyme A Dehydratase, Mitochondrial",b2coa_m + h2o_m <=> 3hbcoa_R_m,"(-100.0, 100.0)",Butanoate metabolism
58,3HBCOAHLm,"3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial",3hibutcoa_m + h2o_m --> 3hmp_m + coa_m + h_m,"(0.0, 100.0)","Valine, leucine, and isoleucine metabolism"
59,3HKYNAKGAT,3-Hydroxy-L-Kynurenine:2-Oxoglutarate Aminotransferase,akg_c + hLkynr_c --> 42A3HP24DB_c + glu_L_c,"(0.0, 100.0)",Tryptophan metabolism
60,3HLYTCL,3-Hydroxy-L-Tyrosine Carboxy-Lyase,34dhphe_c + h_c --> co2_c + dopa_c,"(0.0, 100.0)",Tyrosine metabolism
61,3M4HDXPAC,3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase,3mox4hpac_c + h2o_c + nad_c <=> 3.0 h_c + homoval_c + nadh_c,"(-100.0, 100.0)",Tyrosine metabolism
62,3MLDAt,3Mlda Extracellular Transport via Diffusion,3mlda_c <=> 3mlda_e,"(-100.0, 100.0)","Transport, extracellular"
63,3MOBt2im,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,3mob_c + h_c --> 3mob_m + h_m,"(0.0, 100.0)","Transport, mitochondrial"
64,3MOPt2im,3-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport,3mop_c + h_c --> 3mop_m + h_m,"(0.0, 100.0)","Transport, mitochondrial"
65,3MOX4HOXPGALDOX,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase,3m4hpga_c + h2o_c + nad_c --> 3mox4hoxm_c + 3.0 h_c + nadh_c,"(0.0, 100.0)",Tyrosine metabolism
66,3MOX4HOXPGALDOX_NADP,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase,3m4hpga_c + h2o_c + nadp_c <=> 3mox4hoxm_c + 3.0 h_c + nadph_c,"(-100.0, 100.0)",Tyrosine metabolism
67,3MOXTYROX,3-Methoxytyramine:Oxygen Oxidoreductase (Deaminating),3moxtyr_c + h2o_c + o2_c --> 3mox4hpac_c + h2o2_c + nh4_c,"(0.0, 100.0)",Tyrosine metabolism
68,3SALAASPm,Cysteinesulfinate-Aspartate Mitochondrial Shuttle,3sala_m + asp_L_c <=> 3sala_c + asp_L_m,"(-100.0, 100.0)","Transport, mitochondrial"
69,3SALACBOXL,3-Sulfino-L-Alanine Carboxy-Lyase,3sala_c + h_c --> co2_c + hyptaur_c,"(0.0, 100.0)",Taurine and hypotaurine metabolism
70,3SALAOX,Cysteinesulfinic Acid Oxidase,2.0 3sala_c + o2_c --> 2.0 Lcyst_c,"(0.0, 100.0)",Taurine and hypotaurine metabolism
71,3SALATAi,3-Sulfino-Alanine Transaminase (Irreversible),3sala_c + akg_c --> 3snpyr_c + glu_L_c,"(0.0, 100.0)",Methionine and cysteine metabolism
72,3SALATAim,"3-Sulfino-Alanine Transaminase (Irreversible), Mitochondrial",3sala_m + akg_m --> 3snpyr_m + glu_L_m,"(0.0, 100.0)",Methionine and cysteine metabolism
73,3SPYRSP,3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),3snpyr_c + h2o_c --> pyr_c + so3_c,"(0.0, 100.0)",Methionine and cysteine metabolism
74,3SPYRSPm,"3-Sulfinopyruvate Hydrolase (Spotaneous Reaction), Mitochondrial",3snpyr_m + h2o_m --> pyr_m + so3_m,"(0.0, 100.0)",Methionine and cysteine metabolism
75,41R1H2MAE12BOOX,"4-[ (1R)-1-Hydroxy-2- (Methylamino)Ethyl]-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",adrnl_c + h2o_c + o2_c --> 34dhmald_c + h2o2_c + mma_c,"(0.0, 100.0)",Tyrosine metabolism
76,41R2A1H12BOOX,"4-[ (1R)-2-Amino-1-Hydroxyethyl]-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",h2o_c + nrpphr_c + o2_c --> 34dhmald_c + h2o2_c + nh4_c,"(0.0, 100.0)",Tyrosine metabolism
77,42A12BOOX,"4- (2-Aminoethyl)-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",dopa_c + h2o_c + o2_c --> 34dhpac_c + h2o2_c + nh4_c,"(0.0, 100.0)",Tyrosine metabolism
78,4ABUTtm,4-Aminobutanoate Mitochondrial Transport via Diffusion,4abut_c <=> 4abut_m,"(-100.0, 100.0)","Transport, mitochondrial"
79,4HBZCOAFm,4-Hydroxybenzoyl Coenzyme A Formation,coa_m + coucoa_m + h2o_m + nad_m --> 4hbzcoa_m + accoa_m + 2.0 h_m + nadh_m,"(0.0, 100.0)",Ubiquinone synthesis
80,4HBZFm,4-Hydroxybenzoate Formation,4hbzcoa_m + h2o_m --> 4hbz_m + coa_m + h_m,"(0.0, 100.0)",Ubiquinone synthesis
81,4HDEBRISOQUINEte,Transport of Xenobiotic,4hdebrisoquine_e <=> 4hdebrisoquine_c,"(-100.0, 100.0)","Transport, extracellular"
82,4HGLSDm,"L-4-Hydroxyglutamate Semialdehyde Dehydrogenase, Mitochondrial",4hglusa_m + h2o_m + nad_m --> e4hglu_m + 3.0 h_m + nadh_m,"(0.0, 100.0)",Arginine and proline metabolism
83,4HOXPACDOX_NADP,4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase,4hoxpacd_c + h2o_c + nadp_c <=> 4hphac_c + 3.0 h_c + nadph_c,"(-100.0, 100.0)",Tyrosine metabolism
84,4MOPt2im,4-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport,4mop_c + h_c --> 4mop_m + h_m,"(0.0, 100.0)","Transport, mitochondrial"
85,4MPTNLte,4-Methylpentanal Transport,4mptnl_c <=> 4mptnl_e,"(-100.0, 100.0)","Transport, extracellular"
86,4MPTNLtm,"4-Methylpentanal Transport, Mitochondrial",4mptnl_c <=> 4mptnl_m,"(-100.0, 100.0)","Transport, mitochondrial"
87,4MTOLBUTAMIDEte,Transport of Xenobiotic,4mtolbutamide_e <=> 4mtolbutamide_c,"(-100.0, 100.0)","Transport, extracellular"
88,4NPHSFte,Transport of Xenobiotic,4nphsf_e <=> 4nphsf_c,"(-100.0, 100.0)","Transport, extracellular"
89,4NPHSULT,4-Nitrophenol Sulfotransferase,4nph_c + paps_c --> 4nphsf_c + h_c + pap_c,"(0.0, 100.0)",Cytochrome metabolism
90,4NPHte,Transport of Xenobiotic,4nph_e <=> 4nph_c,"(-100.0, 100.0)","Transport, extracellular"
91,4PYRDX,4-Pyridoxal Secretion,4pyrdx_c + atp_c + h2o_c --> 4pyrdx_e + adp_c + h_c + pi_c,"(0.0, 100.0)","Transport, extracellular"
92,5ADTSTSTERONEGLCte,Glucuronidated Compound Transport,5adtststeroneglc_c + atp_c + h2o_c --> 5adtststeroneglc_e + adp_c + h_c + pi_c,"(0.0, 100.0)","Transport, extracellular"
93,5ADTSTSTERONEGLCtr,Glucuronidated Compound Transport,5adtststeroneglc_c <=> 5adtststeroneglc_r,"(-100.0, 100.0)","Transport, endoplasmic reticular"
94,5ADTSTSTERONESte,Sulfonated Testosterone Transport,5adtststerones_c <=> 5adtststerones_e,"(-100.0, 100.0)","Transport, extracellular"
95,5ADTSTSTERONESULT,5Alpha-Dihydrotestosterone Sulfotransferase,5adtststerone_c + paps_c --> 5adtststerones_c + h_c + pap_c,"(0.0, 100.0)",Steroid metabolism
96,5ADTSTSTERONEte,5 Alpha Dihydrotesterone Transport,5adtststerone_e <=> 5adtststerone_c,"(-100.0, 100.0)","Transport, extracellular"
97,5ADTSTSTERONEtr,5 Alpha Dihydrotesterone Intracellular Transport,5adtststerone_r <=> 5adtststerone_c,"(-100.0, 100.0)","Transport, endoplasmic reticular"
98,5AOPtm,5-Aminolevulinate Mitochondrial Transport,5aop_c <=> 5aop_m,"(-100.0, 100.0)",Heme synthesis
99,5DHFtl,"5-Glutamyl-Dhf Transport, Lysosomal",5dhf_c --> 5dhf_l,"(0.0, 100.0)","Transport, lysosomal"
100,5FTHFt2,5-Formyltetrahydrofolate Transport via Anion Exchange,5fthf_e + h2o_c <=> 5fthf_c + h2o_e,"(-100.0, 100.0)","Transport, extracellular"
101,5HLTDL,5-Hydroxy-L-Tryptophan Decarboxy-Lyase,5htrp_c + h_c --> co2_c + srtn_c,"(0.0, 100.0)",Tryptophan metabolism
102,5HOMEPRAZOLEte,Transport of Xenobiotic,5homeprazole_e <=> 5homeprazole_c,"(-100.0, 100.0)","Transport, extracellular"
103,5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,5hoxindact_c + h2o_c + o2_c --> 5hoxindoa_c + h2o2_c + h_c,"(0.0, 100.0)",Tryptophan metabolism
104,5HOXINOXDA,5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),h2o_c + o2_c + srtn_c --> 5hoxindact_c + h2o2_c + nh4_c,"(0.0, 100.0)",Tryptophan metabolism
105,5HTRPVESSEC,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),5htrp_c + atp_c + h2o_c --> 5htrp_e + adp_c + h_c + pi_c,"(0.0, 100.0)","Transport, extracellular"
106,5MTHFt,5-Methyltetrahydrofolate Transport via Receptor Binding And Protolysis,5mthf_e <=> 5mthf_c,"(-100.0, 100.0)","Transport, extracellular"
107,5MTHFt2,5-Methyltetrahydrofolate Transport via Anion Exchange,5mthf_e + h2o_c <=> 5mthf_c + h2o_e,"(-100.0, 100.0)","Transport, extracellular"
108,5THFtl,"5-Glutamyl-Thf Transport, Lysosomal",5thf_c --> 5thf_l,"(0.0, 100.0)","Transport, lysosomal"
109,5THFtm,"5-Glutamyl-Thf Transport, M Mitochondrial",5thf_m --> 5thf_c,"(0.0, 100.0)","Transport, mitochondrial"
110,6DHFtl,"6-Glutamyl-Dhf Transport, Lysosomal",6dhf_c --> 6dhf_l,"(0.0, 100.0)","Transport, lysosomal"
111,6DHFtm,"6-Glutamyl-Dhf Transport, M Mitochondrial",6dhf_m --> 6dhf_c,"(0.0, 100.0)","Transport, mitochondrial"
112,6HTSTSTERONEte,Hydroxylated Testosterone Transport,6htststerone_c <=> 6htststerone_e,"(-100.0, 100.0)","Transport, extracellular"
113,6HTSTSTERONEtr,Hydroxylated Testosterone Transport,6htststerone_c <=> 6htststerone_r,"(-100.0, 100.0)","Transport, endoplasmic reticular"
114,6THFtl,"6-Glutamyl-Thf Transport, Lysosomal",6thf_c --> 6thf_l,"(0.0, 100.0)","Transport, lysosomal"
115,6THFtm,"6-Glutamyl-Thf Transport, M Mitochondrial",6thf_m --> 6thf_c,"(0.0, 100.0)","Transport, mitochondrial"
116,7DHCHSTEROLtr,Cholesterol Precursor Intracellular Transport,7dhchsterol_r <=> 7dhchsterol_c,"(-100.0, 100.0)","Transport, endoplasmic reticular"
117,7DHFtl,"7-Glutamyl-Dhf Transport, Lysosomal",7dhf_c --> 7dhf_l,"(0.0, 100.0)","Transport, lysosomal"
118,7DHFtm,"7-Glutamyl-Dhf Transport, M Mitochondrial",7dhf_m --> 7dhf_c,"(0.0, 100.0)","Transport, mitochondrial"
119,7THFtl,"7-Glutamyl-Thf Transport, Lysosomal",7thf_c --> 7thf_l,"(0.0, 100.0)","Transport, lysosomal"
120,7THFtm,"7-Glutamyl-Thf Transport, M Mitochondrial",7thf_m --> 7thf_c,"(0.0, 100.0)","Transport, mitochondrial"
121,A_MANASEly,"Alpha-Mannosidase, Lysosomal",2.0 h2o_l + m2mn_l --> 2.0 man_l + mn_l,"(0.0, 100.0)",N-glycan degradation
122,A4GALTc,Lactosylceramide 4-Alpha-Galactosyltransferase,galgluside_hs_c + udpgal_c --> h_c + thcrm_hs_c + udp_c,"(0.0, 100.0)",Sphingolipid metabolism
123,A4GALTg,Lactosylceramide 4-Alpha-Galactosyltransferase,galgluside_hs_g + udpgal_g --> h_g + thcrm_hs_g + udp_g,"(0.0, 100.0)",Sphingolipid metabolism
124,A4GNT1g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",T_antigen_g + uacgam_g --> gncore1_g + h_g + udp_g,"(0.0, 100.0)",O-glycan metabolism
125,A4GNT2g,"Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus",core2_g + uacgam_g --> gncore2_g + h_g + udp_g,"(0.0, 100.0)",O-glycan metabolism
126,AACTOOR,Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,"(0.0, 100.0)","Glycine, serine, alanine, and threonine metabolism"
127,AACTtm,"Aminoacetone Transport, Mitochondrial",aact_m --> aact_c,"(0.0, 100.0)","Transport, mitochondrial"
128,AASAD3m,"L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial",L2aadp6sa_m + h2o_m + nad_m --> L2aadp_m + 3.0 h_m + nadh_m,"(0.0, 100.0)",Lysine metabolism
129,AATAi,"2-Aminoadipate Transaminase, Irreversible",L2aadp_c + akg_c <=> 2oxoadp_c + glu_L_c,"(-100.0, 100.0)",Lysine metabolism
130,ABO1g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacglcgalgluside_hs_g + udpacgal_g --> acgalfucgalacglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
131,ABO2g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacglcgalgluside_hs_g + udpgal_g --> galfucgalacglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
132,ABO3g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fuc12gal14acglcgalgluside_hs_g + udpgal_g --> galfuc12gal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
133,ABO4g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fuc12gal14acglcgalgluside_hs_g + udpacgal_g --> acgalfuc12gal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
134,ABO5g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacgalfuc12gal14acglcgalgluside_hs_g + udpacgal_g --> acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
135,ABO6g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacglcgal14acglcgalgluside_hs_g + udpacgal_g --> acgalfucgalacglcgal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
136,ABO7g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g + udpacgal_g --> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
137,ABO8g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucgalacglcgal14acglcgalgluside_hs_g + udpgal_g --> galfucgalacglcgal14acglcgalgluside_hs_g + h_g + udp_g,"(0.0, 100.0)",Blood group synthesis
138,ABO9g,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",fucfucgalacglcgalacglcgal14acglcgalgluside_hs_g + 2.0 udpgal_g --> galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g + 2.0 h_g + 2.0 udp_g,"(0.0, 100.0)",Blood group synthesis
139,ABTArm,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",4abut_m + akg_m <=> glu_L_m + sucsal_m,"(-100.0, 100.0)",Glutamate metabolism
140,ABTD,L-Arabinitol 4-Dehydrogenase,abt_c + nad_c <=> 2.0 h_c + nadh_c + xylu_L_c,"(-100.0, 100.0)",Pentose phosphate pathway
141,ABTti,L-Arabinitol Transport via Passive Diffusion,abt_c --> abt_e,"(0.0, 100.0)","Transport, extracellular"
142,ABUTt2rL,"4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal",4abut_l + h_l <=> 4abut_c + h_c,"(-100.0, 100.0)","Transport, lysosomal"
143,ABUTt4_2_r,4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2),4abut_e + 2.0 na1_e <=> 4abut_c + 2.0 na1_c,"(-100.0, 100.0)","Transport, extracellular"
144,ACACT10m,"Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",2maacoa_m + coa_m <=> accoa_m + ppcoa_m,"(-100.0, 100.0)","Valine, leucine, and isoleucine metabolism"
