,harmonic_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,load_centrality,katz_centrality_numpy,pagerank,information_centrality,global_reaching_centrality
NTD7l,2614.8071428569583,3.10275365960766e-05,9.661424863362725e-06,0.32205971968312,1.9155640026846597e-05,0.011593978186133511,0.00013513516769622327,0.000788626052799499,0.2110179478678302
NTD8,3806.133333333575,0.014860285779724647,0.00022510203881997778,0.45470747295968533,0.00025021433839169977,0.011678503609316044,0.00013513557447952795,0.0008075566606783174,0.2110179478678302
NTD8l,2612.807142856958,3.0936260196768445e-05,1.119248706644388e-06,0.3219055906025669,6.255432989328526e-06,0.011593862485118305,0.00013513507757808522,0.0007885161687972413,0.2110179478678302
NTD9,3815.800000000242,0.01491512744398882,0.0002312369104967074,0.45667201580051847,0.0002689352293619263,0.011679318900788384,0.0001351356073220746,0.0008075953679405687,0.2110179478678302
NTD9e,2782.466666666622,0.00016216374892235653,9.196041559422556e-05,0.3456346055028729,0.00014582548451090094,0.011583080974431217,0.0001351359459449204,0.0007747895596544984,0.2110179478678302
NTD9l,2614.057142856958,3.0962074911613004e-05,1.6580472303125484e-05,0.3219896427172636,2.68546791858354e-05,0.0115939781779494,0.0001351352465250521,0.0007886208440938379,0.2110179478678302
NTMELYStner,1939.1333333334107,1.3680654354874928e-08,3.185006860676266e-05,0.24885645096192655,9.569482437824444e-05,0.011568700211996493,0.00013513380812451163,0.00020106611583819552,0.2110179478678302
NTP3e,3064.4333333336303,0.001321732779086938,0.00046298944519836485,0.37815598487171626,0.0004651634152990839,0.011592219005931305,0.00013513702750586395,0.000789008805291015,0.2110179478678302
NTPP10,4319.849999999914,0.028671535840994192,0.00035091737070755,0.5058107738583538,0.0003446920631431751,0.01176933070359457,0.00013513609787727015,0.0008098950248489866,0.2110179478678302
NTPP11,4318.516666666583,0.028666918132415863,0.0001221881367164214,0.5056724986331329,9.565934313527395e-05,0.01176909886840429,0.00013513564401339308,0.0008098918151541754,0.2110179478678302
NTPP9,4319.683333333248,0.028671686401088744,0.0001906309490071572,0.5057761979629503,0.00017547936207906495,0.011769330717657962,0.00013513579752603698,0.0008098950927047931,0.2110179478678302
O16G1e,2940.96666666683,0.0001825191868148894,0.0003375977098272339,0.3655632411067194,0.00034875855739248325,0.011582849427604496,0.00013513625019211803,0.0007741039506459447,0.2110179478678302
O16G2e,2941.4666666668304,0.0001825344138714205,0.0002257743287779082,0.36558130342408224,0.00024200572791600026,0.011582965122730346,0.00013513603792408962,0.0007744198742177612,0.2110179478678302
O2St,2682.316666666585,0.0003443650869699715,6.396448604080824e-05,0.3417867701404287,8.207098504246713e-05,0.011571046873488172,0.00013513467601634772,0.0006339299788078196,0.2110179478678302
O2Stm,2752.7333333333,0.0003448290425720148,3.51442647188626e-07,0.3488119932113898,3.5603514283445063e-06,0.011570931674664916,0.00013513399024906128,0.0006306838290339525,0.2110179478678302
O2Stn,2675.0833333332353,0.00034350179234901,2.4761094065272646e-05,0.3402777777777778,3.037986477313135e-05,0.011570931125141432,0.00013513400318788236,0.0006306089307691407,0.2110179478678302
O2Stx,2707.799999999914,0.0003435489443101763,1.6765421618916757e-06,0.3438197026022305,6.933597112679979e-06,0.01157093132947335,0.00013513399295037213,0.0006306748793846054,0.2110179478678302
O2t,3041.1833333336044,0.003520010278359935,0.00025586472101596315,0.3757172599400802,0.0003729528309555118,0.011598093081024208,0.00013513449879551026,0.000793829946211401,0.2110179478678302
O2ter,3113.600000000329,0.003519850115617729,0.0025628660711504796,0.37998151191454393,0.002867576644124279,0.01160831320896608,0.00013513464503272704,0.0007984904931274334,0.2110179478678302
O2tm,3135.450000000359,0.0035955524521362322,0.0007459066805847103,0.3834473466003317,0.0012974758381021317,0.011604027894392887,0.0001351346273024226,0.0007969395625658487,0.2110179478678302
O2tn,3021.783333333573,0.00351651782376873,0.0025814545416766276,0.3720146814822264,0.002345442590722487,0.011598091902974124,0.0001351350644762681,0.0007937390362588387,0.2110179478678302
O2tp,3098.5333333336403,0.003520886739111448,0.0038831014905085126,0.3773267377224744,0.004134665243799327,0.011608880252459078,0.00013513492742442802,0.0007986392307874693,0.2110179478678302
OAGD3te,2143.0428571428038,2.2717867395281503e-06,0.00027030679821597514,0.2766188126215044,0.0002703067982159749,0.011568815899048094,0.0001351355905537891,0.00017444544617840056,0.2110179478678302
OAGD3tg,2168.811904761796,2.2736680194215815e-06,5.958708870942254e-06,0.2805839969662495,1.6392506238265224e-05,0.011568815905999529,0.0001351344322526308,0.00022798667898566688,0.2110179478678302
OAGT3te,2142.9595238094707,2.271786714510395e-06,0.0002703067982159752,0.27660847134472316,0.000270306798215975,0.011568815899048082,0.0001351355905537891,0.00017418846585731958,0.2110179478678302
OAGT3tg,2168.6452380951296,2.273636370194372e-06,5.839475036559681e-06,0.2805733570968109,1.5315352802850222e-05,0.01156881590484068,0.00013513446442766296,0.00022626178488917506,0.2110179478678302
OBDHc,4164.800000000152,0.024947363099126523,0.0004111553284543421,0.49139934913993494,0.00043599864654453313,0.011738736688130842,0.00013513575317938498,0.0008093857294963943,0.2110179478678302
OCBTm,3139.4761904764596,0.0018447624199905374,1.753139953014388e-05,0.36831101597889393,3.341346981409287e-05,0.011634082949797571,0.0001351350411313281,0.0008040433482473578,0.2110179478678302
OCCOAtm,2825.633333333391,8.479351916346179e-05,1.026685908684956e-05,0.357249770653276,1.8650957414960303e-05,0.01157126525214334,0.00013513396860976733,0.0006491151067588712,0.2110179478678302
OCCOAtx,2761.6999999999875,6.256005870082215e-05,1.1871665700571484e-05,0.3509629067450906,1.5072130828208288e-05,0.011569981574964,0.00013513388840522808,0.0005542132463118228,0.2110179478678302
OCDCAtr,2761.1833333333184,7.871789195623496e-05,1.0505847686438796e-07,0.350746622422375,4.179172714866079e-06,0.011569170845416494,0.0001351342403315022,0.0003941130138808341,0.2110179478678302
OCDCEAtr,2779.016666666672,9.132029217076302e-05,1.7287266034125674e-07,0.35251798561151076,3.76663792373054e-07,0.011569635070049586,0.00013513439691012206,0.0004979489505261661,0.2110179478678302
OCOAT1m,2735.309523809442,9.147637731376503e-05,6.3165371558745156e-06,0.34332513572456036,2.0142718500261503e-05,0.011572072945500077,0.0001351342675702832,0.0006791789414240944,0.2110179478678302
OCTAt,2595.2595238093836,1.840155683117367e-05,0.00027030679821597514,0.3317639673571877,0.0002703067982159754,0.011568701679675926,0.00013513513602243083,0.00011585788961276895,0.2110179478678302
ODECOAtx,2794.8333333333608,0.00015892861539562722,3.761071510167872e-06,0.3545790003354579,9.256394727014154e-06,0.011570220271735245,0.00013513389971159156,0.0005791911378491664,0.2110179478678302
OIVD1m,3178.409523809822,0.0018305808021819765,0.0001384484006116356,0.3700425106276569,0.00011409444158235797,0.011642662927435932,0.00013513573324387074,0.0008050186610672592,0.2110179478678302
OIVD2m,3177.9095238098216,0.0018305742937020845,0.00010104139444370705,0.3700240048009602,8.113654099739486e-05,0.011642547236932857,0.00013513550801530998,0.0008050085038247449,0.2110179478678302
OIVD3m,3177.9095238098216,0.0018305748519528609,0.00010132551259733986,0.3700240048009602,8.164220571704191e-05,0.01164254723577439,0.0001351355095685874,0.0008050085233060099,0.2110179478678302
OMEPRAZOLEte,2639.949999999884,2.054853379030236e-05,0.0002703067982159752,0.3369154410090615,0.0002703067982159748,0.011568701925565273,0.00013513513591491088,0.00011586578648892907,0.2110179478678302
OMPDC,4079.1833333335267,0.024526339505309882,0.00045857906941251906,0.48223945773316823,0.0006959012965106952,0.011724913892963356,0.00013513556351414934,0.0008090876555806445,0.2110179478678302
ONPTHLte,2639.949999999884,2.054853379030236e-05,0.0002703067982159752,0.3369154410090615,0.0002703067982159748,0.011568701925565273,0.00013513513591491088,0.00011586578648892919,0.2110179478678302
OPAHir,4373.266666666501,0.028984398730853726,0.000422022060027194,0.510592781726589,0.00035489251840055896,0.011780014982789189,0.0001351362662460951,0.0008100402844788705,0.2110179478678302
ORETNF,3029.583333333582,0.003577971719830128,0.000726604961619612,0.3728395061728395,0.000748612143501938,0.011599023335337705,0.0001351356241905572,0.0007942843779262613,0.2110179478678302
ORETNF2,3011.016666666896,0.0035751893988534367,0.0006864266182620121,0.3710817994884397,0.0006948510694171487,0.011597634262119502,0.00013513528636502882,0.0007934480691480612,0.2110179478678302
ORETNtn,2103.778571428594,2.5672498201461285e-06,0.0002703067982159752,0.2716425581907629,0.00027030679821597487,0.01156881588784091,0.00013513547815056435,0.00017978800341721267,0.2110179478678302
ORETNtn2,2095.388095238134,2.5652526992138037e-06,0.0002703067982159754,0.2707083272354749,0.00027030679821597487,0.011568815873950221,0.00013513547840008684,0.00017976655912351944,0.2110179478678302
ORNDC,4082.8000000002025,0.024589356391203306,0.00036170185955632447,0.48095423816952676,0.00036701675442844274,0.011728401734411652,0.00013513571912333525,0.0008091665114983943,0.2110179478678302
ORNt3m,4326.84999999995,0.025119892126666002,0.001863146833988288,0.49962860422715916,0.001641997233449512,0.011780436985314115,0.0001351362836685167,0.0008100454630408642,0.2110179478678302
ORNt4m,4345.849999999925,0.025153602137705282,0.0022075618310030956,0.5009139530160449,0.001966577780616611,0.011784847369270298,0.00013513657089424074,0.0008101013156165501,0.2110179478678302
ORNTArm,2820.7595238095355,0.00030301841073445334,5.600136659500068e-06,0.35111279836757936,1.0490591939955126e-05,0.011577316129045815,0.00013513462026374924,0.0007524994002342639,0.2110179478678302
ORNtiDF,2887.7333333334436,0.000237462670446144,1.4473378341116194e-06,0.36115585493239616,2.2706441450059816e-06,0.011574406703013912,0.00013513407371280612,0.0007266077239137471,0.2110179478678302
ORPT,4083.300000000201,0.024872123340373784,0.00032711452032947096,0.4815489749430524,0.000339069752084775,0.011727739959517303,0.0001351355362813571,0.0008091506947546371,0.2110179478678302
OXAHCOtex,3088.9666666669796,0.00023498284676754967,0.00019862837032383985,0.37914424801434793,0.0004849687377911956,0.011598411823819743,0.00013513577863534656,0.0007932274548850575,0.2110179478678302
OXAtp,2851.3666666667505,0.00011698748831447556,9.07971888688395e-06,0.35955875206531246,2.1990642153788946e-05,0.011570101190663658,0.00013513400460929366,0.0005662207374545035,0.2110179478678302
P45011A1m,3231.3666666670415,0.0018668102292998658,0.0013590286342314204,0.37869792199815744,0.001388177044099183,0.01164266762241898,0.00013513648933877396,0.000805016032879593,0.2110179478678302
P45011B11m,3221.7000000003636,0.0018666988082769221,0.0012528994487281992,0.3775,0.0012684584760802014,0.011642320497501786,0.00013513644014931145,0.0008049782086917443,0.2110179478678302
P45011B12m,3221.7000000003636,0.0018667135449855615,0.0003358392757700765,0.3775,0.00036355022936564966,0.0116423204986789,0.00013513648519435648,0.0008049783864448061,0.2110179478678302
P45011B21m,3221.5333333336966,0.0018666988082760912,0.0009828118774369685,0.3774807407785317,0.0009983709047889785,0.011642320496344916,0.00013513666537453664,0.0008049761645646966,0.2110179478678302
P45017A1r,2952.6000000001136,4.799005874854219e-05,3.640859053501115e-05,0.3570945945945946,5.3580334597623024e-05,0.01161280615545266,0.0001351356692143064,0.000797305807688601,0.2110179478678302
P45017A2r,2939.250000000098,4.5527252337383234e-05,3.41538234276369e-05,0.3557382566469542,5.2217675904640496e-05,0.011611995141193909,0.00013513566427028408,0.0007970753995797258,0.2110179478678302
P45017A3r,2951.933333333446,4.795025603941746e-05,2.522512445576807e-05,0.3570601293311456,4.160154791874165e-05,0.011612690463764275,0.0001351354761548284,0.0007972686766767338,0.2110179478678302
P45017A4r,2938.7500000000978,4.548526056087957e-05,2.8579385744647635e-05,0.3557211538461538,4.642261839698087e-05,0.011611879449496062,0.00013513547121045573,0.0007970392120884658,0.2110179478678302
P45019A1r,2956.266666666784,4.818437295754407e-05,5.566781436463259e-05,0.35743961352657005,8.62230066143331e-05,0.011613037617770014,0.0001351356509108379,0.0007973837531154521,0.2110179478678302
P45019A2r,2957.9333333334525,4.816861408314044e-05,8.018968668038749e-05,0.3575605277146861,0.00011355827968964419,0.011613269046230027,0.00013513584174039295,0.000797447554453505,0.2110179478678302
P4501B1r,2954.100000000115,4.799338881843051e-05,0.0008516893590384422,0.35719803031765957,0.0008675860520487489,0.011613037583944691,0.00013513630346049312,0.0007973467416643443,0.2110179478678302
P45021A1r,2952.6000000001136,4.795029177456432e-05,0.0002769453255733487,0.3570945945945946,0.00029344160084683607,0.011612806149610789,0.00013513615183978903,0.0007972908012654464,0.2110179478678302
P45021A2r,2952.6000000001136,4.795029091115807e-05,0.0002800224514069607,0.3570945945945946,0.00029436712901726364,0.011612806149610778,0.00013513615183978903,0.0007972882164754014,0.2110179478678302
P45027A11m,3220.7833333336957,0.001866751236951934,5.993903677846998e-05,0.377422974903081,8.030186126223903e-05,0.011642204814029004,0.0001351357644702685,0.0008049720890727637,0.2110179478678302
P45027A12m,3094.126190476407,0.0018065848418197833,7.528042307284229e-07,0.3632659073055774,6.773073299719724e-07,0.011631065027260206,0.0001351349034168076,0.0008036284145487197,0.2110179478678302
P45027A13m,3223.3666666670338,0.0018667137168044143,4.25179052347853e-05,0.3780207428600623,6.289855871621459e-05,0.011642204812839719,0.00013513580951531357,0.0008049716310903709,0.2110179478678302
P45027A14m,3221.283333333696,0.0018667541999157476,5.735468374986084e-05,0.3774422282303729,8.024017756521362e-05,0.01164232050337114,0.00013513607013644142,0.0008049817550061317,0.2110179478678302
P45027A15m,3220.616666667029,0.001866711304431433,4.3838232335980224e-05,0.3774037235399133,6.476862392618634e-05,0.011642204811673723,0.00013513587708288114,0.0008049709571868181,0.2110179478678302
P45027A16m,3223.2833333337003,0.0018667126721255227,4.8073437517019743e-05,0.3780014304689895,6.898834442149103e-05,0.0116422048116757,0.00013513587708288114,0.000804971208225977,0.2110179478678302
P45027A1m,3230.7000000003745,0.0018667715467191705,0.0003402817386651462,0.3786591606960082,0.00035496035805737013,0.011642551935383529,0.00013513603888498792,0.0008050079638676576,0.2110179478678302
P4502A6,4337.099999999884,0.028677992562866638,0.001262923443018748,0.5079986268451768,0.0012180255840084013,0.011771761767667938,0.00013513710335794635,0.0008099294374281802,0.2110179478678302
P4502C18,4048.7166666668722,0.024455846619610967,0.0014574583115574448,0.4778172424927349,0.0014338706656773972,0.011722013169257764,0.00013513699670408255,0.0008090142634026307,0.2110179478678302
P4502C19,4337.099999999884,0.028677992562866638,0.0012629234430187486,0.5079986268451768,0.001218025584008401,0.011771761767667938,0.00013513710335794632,0.0008099294374281897,0.2110179478678302
P4502C8,4337.099999999884,0.028677992562866638,0.0012629234430187476,0.5079986268451768,0.0012180255840084015,0.011771761767667938,0.00013513710335794632,0.0008099294374281933,0.2110179478678302
P4502C9,4337.099999999884,0.028677992562866638,0.0012629234430187489,0.5079986268451768,0.001218025584008401,0.011771761767667938,0.00013513710335794632,0.0008099294374282267,0.2110179478678302
P4502C92,4337.099999999884,0.028678007273298375,0.0009926166448027756,0.5079986268451768,0.0009477187857924261,0.011771761768844822,0.0001351368781327211,0.0008099294885685736,0.2110179478678302
P4502C93,4337.099999999884,0.028678007273298375,0.0009926166448027771,0.5079986268451768,0.0009477187857924259,0.011771761768844822,0.0001351368781327211,0.0008099294885685307,0.2110179478678302
P4502C94,4337.099999999884,0.028677992562866638,0.0012629234430187467,0.5079986268451768,0.0012180255840084004,0.011771761767667938,0.00013513710335794632,0.0008099294374282136,0.2110179478678302
P4502D6,4337.099999999884,0.028677992562866638,0.0012629234430187473,0.5079986268451768,0.0012180255840083995,0.011771761767667938,0.00013513710335794632,0.00080992943742821,0.2110179478678302
P4502E1,4337.099999999884,0.0286780051754238,0.0009368587885718701,0.5079986268451768,0.00089976779273499,0.011771761769998128,0.0001351367655201085,0.0008099294308530908,0.2110179478678302
P4502F1,4337.099999999884,0.028677992562866638,0.0012629234430187478,0.5079986268451768,0.0012180255840084024,0.011771761767667938,0.00013513710335794632,0.0008099294374281897,0.2110179478678302
P45039A1r,2952.683333333447,4.7950290047741094e-05,0.000835926292178942,0.3571118297215117,0.0008523027156419008,0.011612806149610778,0.00013513615183978903,0.0007972786606344089,0.2110179478678302
P4503A4,4336.433333333218,0.028677977852449958,0.0007225290735115552,0.5079288803459875,0.0006776312145011912,0.011771646081805807,0.0001351364276818204,0.0008099279224525008,0.2110179478678302
P4503A43r,2953.350000000114,4.797642276171924e-05,4.457888642066195e-05,0.3571463049669354,6.336045977148098e-05,0.011612921896914792,0.00013513564006064138,0.0007973353159821885,0.2110179478678302
P4503A5,4337.099999999884,0.028677992562866638,0.0012629234430187465,0.5079986268451768,0.0012180255840084,0.011771761767667938,0.0001351371033579463,0.0008099294374281802,0.2110179478678302
P4503A7r,2954.100000000115,4.797645678564684e-05,0.0008552800541438437,0.35719803031765957,0.0008740616274946598,0.01161303758276132,0.0001351363157455054,0.0007973452495998114,0.2110179478678302
P45046A1r,2960.7833333334543,4.804837104716323e-05,6.778614549935983e-05,0.357629658272512,9.466032006605032e-05,0.011614079590575399,0.00013513574828050653,0.0007976583571396483,0.2110179478678302
P4504B1r,2980.4500000001544,4.874130106409644e-05,6.895817799532939e-05,0.361244019138756,0.00010254264651787977,0.011613037760975033,0.0001351356176241309,0.0007973917797515769,0.2110179478678302
P4504F121r,2980.4500000001544,4.874130106409644e-05,6.895817799532939e-05,0.361244019138756,0.00010254264651787977,0.011613037760975033,0.00013513561762413086,0.0007973917797516047,0.2110179478678302
P4504F122r,2953.3500000001145,4.800169124858833e-05,3.820870466276476e-05,0.3571807868694183,5.8534408153368293e-05,0.01161280616589592,0.00013513556062357283,0.0007973102486553017,0.2110179478678302
P4504F123r,2953.4333333334475,4.795032405627186e-05,0.001646298619515007,0.3571635450859239,0.0016626750429779775,0.011612921835457304,0.0001351368275247012,0.0007972886448420423,0.2110179478678302
P4504F81r,2980.4500000001544,4.874130106409644e-05,6.895817799532939e-05,0.361244019138756,0.00010254264651787977,0.011613037760975033,0.00013513561762413086,0.0007973917797516001,0.2110179478678302
P4507A1r,2960.7833333334543,4.804837104716323e-05,6.778614549935983e-05,0.357629658272512,9.466032006605032e-05,0.011614079590575399,0.0001351357482805065,0.0007976583571396667,0.2110179478678302
P4507B11r,2952.683333333447,4.7950290047741094e-05,0.000835926292178942,0.3571118297215117,0.0008523027156419008,0.011612806149610778,0.00013513615183978903,0.0007972786606343338,0.2110179478678302
P4507B12r,2953.683333333448,4.798285407699111e-05,8.294901936424382e-05,0.3571807868694183,0.00013554679087112437,0.011612921841305166,0.00013513608428145795,0.0007973415247070191,0.2110179478678302
P4508B11r,2953.4333333334475,4.798832010593058e-05,9.383582209363928e-05,0.3571118297215117,0.00011985148539950212,0.0116130375352725,0.00013513623444079645,0.0007973530027524386,0.2110179478678302
P4508B13r,2953.9333333334484,4.4753114784358976e-05,9.739469311555232e-05,0.3572152754308888,0.00013006147188798596,0.01161292095229056,0.00013513627839365546,0.0007973274220953105,0.2110179478678302
P450LTB4r,2951.933333333446,4.795025603941746e-05,2.522512445576807e-05,0.3570601293311456,4.160154791874165e-05,0.011612690463764275,0.0001351354761548284,0.0007972686766767234,0.2110179478678302
P450SCC1m,3229.7833333337067,0.0018667684246217093,0.00024467961416652713,0.37858166189111747,0.0002680017199995106,0.011642436246042944,0.00013513576861137156,0.000804997561992069,0.2110179478678302
P5CDm,3221.2000000003586,0.0018691802153418754,3.6743606271595654e-05,0.3767503437038546,5.68333344201844e-05,0.011642900290866773,0.0001351356171801571,0.0008050459175730351,0.2110179478678302
P5CRm,3105.7928571430857,0.0018097477375941498,7.830244329847424e-06,0.36433917667914123,1.2684527841706398e-05,0.011631645080869207,0.00013513493798615654,0.0008037111492256001,0.2110179478678302
P5CRxm,3110.959523809757,0.0018145720283905004,8.234983150117623e-06,0.3646803686726798,1.3346972319891923e-05,0.011632458436996793,0.0001351349561294714,0.0008038234786713292,0.2110179478678302
PA_HSter,2782.78333333335,0.00011061464539759029,1.19101183221734e-05,0.35408690658499237,1.893659974032081e-05,0.011569868749083088,0.00013513405309162823,0.0005380501774549951,0.2110179478678302
PA_HStg,2758.4833333333263,0.00011067737123216056,6.486662577679432e-06,0.35255157954924476,2.365190545946474e-05,0.01156986815042131,0.00013513406245439747,0.0005378697305789693,0.2110179478678302
PA_HStn,2726.4999999999472,0.00011052822253912112,9.103127727167079e-06,0.34750140897989856,3.1168621504187874e-05,0.011569636188591815,0.000135134035194041,0.0005035640611328998,0.2110179478678302
PACCOAL,4211.633333333409,0.025684500523281386,0.0002755732336938003,0.4962441314553991,0.000236632880915399,0.01174682151427438,0.0001351357285252636,0.0008095377944384347,0.2110179478678302
PAFH,4305.683333333269,0.02851764062771248,0.0005271066574916978,0.5044658075952819,0.0005290929947532453,0.01176653797512433,0.00013513635328548756,0.0008098544223924241,0.2110179478678302
PAFHe,3074.400000000307,0.0013076248150438463,0.0006800160248069216,0.379066550540499,0.0006317828196454165,0.011593141718787794,0.0001351372041354837,0.0007898186666163416,0.2110179478678302
PAFS,3103.850000000331,0.003221194728754787,6.941445149148642e-05,0.3808616873423586,9.645834293282345e-05,0.01160061146683492,0.0001351350698401936,0.000795278489910398,0.2110179478678302
PAFt,2705.7166666666158,2.3678319719513457e-05,1.2648467366869764e-05,0.3462978564073762,5.857791337576341e-05,0.011568933811958981,0.0001351344715483268,0.0002982448396200024,0.2110179478678302
PAIL_HStn,2687.6833333332393,0.00016179885206209858,2.4068348591698144e-05,0.3417867701404287,9.022054425189163e-05,0.011570335227091716,0.0001351339255897921,0.0005872412048904019,0.2110179478678302
PAIL45P_HStn,2676.949999999899,0.00010717305756612801,1.1473992586026108e-05,0.34052835051546393,7.928063776900685e-05,0.011570098929841349,0.00013513394211542694,0.0005641295106938197,0.2110179478678302
PAIL4P_HStn,2676.7833333332323,9.647812897257011e-05,1.0201391821446922e-05,0.34054402356514935,6.867331595426172e-05,0.011569982151897336,0.00013513393880998728,0.000550849134865384,0.2110179478678302
PAN4PP,3805.633333333575,0.014881378941042304,5.776137431866427e-05,0.45467953051066184,6.137817667672889e-05,0.011678389275712464,0.0001351351255185035,0.0008075526943761161,0.2110179478678302
PAPStg,2750.5333333332906,0.0002942464101978986,6.851534141485326e-05,0.3479753562526454,0.00016708559751922342,0.011575675522323034,0.0001351342692600659,0.0007380420461176933,0.2110179478678302
PAPtg,2773.2833333333288,0.0002798607839341738,8.08076194703413e-05,0.35184744876123447,0.0002517389746438998,0.011575674335947389,0.00013513427258959757,0.000738038790516395,0.2110179478678302
PCFLOPm,4362.516666666516,0.02896065715800952,0.0007127282151755514,0.5097134196748415,0.0006766501236826569,0.011777696270001822,0.00013513645363408416,0.0008100098439587492,0.2110179478678302
PCHOL_HSter,2753.1499999999664,0.00010191655082649244,5.32650185959443e-05,0.34887778196906827,8.753613401361963e-05,0.011570330371728282,0.00013513442738512,0.0005843116236780126,0.2110179478678302
PCHOL_HStg,2724.349999999937,0.00010191418806653907,5.1176487325082385e-06,0.34686606347569265,2.112849800458602e-05,0.011570098410092317,0.0001351342213113929,0.0005628514522038823,0.2110179478678302
PCHOLP_hs,4306.849999999934,0.028513828207305015,0.0007542740965168381,0.5045002045547525,0.0006841026267067003,0.0117668845613015,0.00013513686285535412,0.0008098593347554671,0.2110179478678302
PCHOLPg_hs,2889.8000000000875,7.0993486795598e-05,0.00010056723448969904,0.35773340424503214,0.00036311277838348594,0.011591767963295401,0.00013513611471481884,0.0007833118879967998,0.2110179478678302
PCHOLPm_hs,3212.2333333336887,0.001883731715431176,3.986848101187117e-05,0.3769038765218277,6.108866921013499e-05,0.011640354189555566,0.00013513544356102825,0.0008047793553666102,0.2110179478678302
PCHOLPr_hs,2939.6666666667657,3.843518320190398e-05,9.283498997256478e-05,0.3558580223162755,0.0001475793512030492,0.011611762461125254,0.00013513585185420717,0.0007970092363882391,0.2110179478678302
PCLAD,4055.800000000206,0.02451535334075151,2.5046088332478725e-05,0.47858990944372576,2.1680367243228536e-05,0.011723292720769418,0.000135135087420219,0.0008090476608150807,0.2110179478678302
PCLYSOX,3317.7166666670346,0.005044514502373152,0.0001532414581354649,0.40509170544757733,0.00020868480697135887,0.011613976393228293,0.00013513527940033044,0.000800329254979305,0.2110179478678302
PCm,3199.3095238098513,0.0019345530846136831,0.00010430850394215671,0.3734039868786273,0.000185760051315547,0.011639533890294491,0.00013513569483920016,0.0008047011075152733,0.2110179478678302
PCREATtmdiffir,2669.5595238093806,2.27193376454601e-05,1.2604774251839479e-08,0.33794646935233397,1.2684128441030065e-08,0.011568818249232405,0.00013513379174005477,0.0002701781069908362,0.2110179478678302
PCRNtc,2212.976190476059,2.7154280814626545e-06,5.048224450598357e-07,0.2836387334202254,1.578440546898111e-06,0.01156893196675711,0.00013513414459816298,0.00031095868607854555,0.2110179478678302
PCRNtm,2263.559523809359,2.853882216187297e-06,4.145797713098548e-06,0.2894983958056186,9.061849700694949e-06,0.011568932064822752,0.00013513414159809655,0.0003110953770367838,0.2110179478678302
PCt,4363.1833333331815,0.028958896631362554,0.0008318352224404822,0.509853914002205,0.0008059927826720618,0.01177769516850764,0.00013513674833536986,0.0008100097395614375,0.2110179478678302
PDE1,4306.849999999932,0.0285979886045175,8.776534184258177e-05,0.5047755491881566,6.690226479218716e-05,0.01176654626199409,0.0001351355193535879,0.0008098547691096267,0.2110179478678302
PDE1g,2885.3833333334164,7.078108986320233e-05,5.235965606212715e-05,0.35735329630524026,0.00028147048763357894,0.011591420867289115,0.00013513580152514,0.0007828340210905602,0.2110179478678302
PDE4,4298.18333333328,0.02850620143259853,0.0002593384282133127,0.503813155386082,0.0002467898886394559,0.011765031945316471,0.0001351360598254769,0.0008098324811801781,0.2110179478678302
PDE4g,2886.550000000084,7.105274559112043e-05,6.907167247227291e-05,0.3574050816346247,0.0003000149941163607,0.011591652293748398,0.00013513594885603735,0.0007831264189005229,0.2110179478678302
PDE4n,2486.0095238093227,1.0728029071582247e-05,0.00020603436645312513,0.31255016263253493,0.0002853190399703752,0.011579815006653893,0.00013513610142035747,0.0007438217180233533,0.2110179478678302
PDHm,3182.0761904764913,0.0018318416529893313,0.0001210761177877087,0.3701906239055386,0.00010855556455825439,0.011643473952154197,0.00013513572913394556,0.0008051006631031273,0.2110179478678302
PDX5PO,3058.36666666695,0.003809550616483864,2.7141786927452783e-05,0.3764436530145001,4.176596753504506e-05,0.011599855263327649,0.00013513473935829084,0.0007948520068326497,0.2110179478678302
PDXPP,3805.633333333575,0.0148646683046322,0.00017947776241607744,0.45467953051066184,0.0001969840771122294,0.011678387946847923,0.00013513519894739376,0.0008075525717315387,0.2110179478678302
PE_HSter,2739.4333333332816,5.9849772229850374e-05,0.0005760911257234766,0.3470775870156675,0.0005065232930295622,0.011571020554868286,0.00013513509798335674,0.0006216664933388769,0.2110179478678302
PE_HStg,2711.7499999999236,5.9845587844207665e-05,1.2181612691781115e-05,0.3456830498972155,4.277333873148357e-05,0.011569515822069975,0.0001351341857458745,0.0004781437023005254,0.2110179478678302
PE_HStm,2760.8666666666427,6.385355852312051e-05,3.978428614887808e-06,0.349636140251394,2.4051663001033374e-05,0.01156974887450128,0.0001351342127917683,0.0005178684479539488,0.2110179478678302
PEAMNO,3775.3833333336115,0.014732008692770948,7.113211561859584e-05,0.4485329776915616,6.223562100866524e-05,0.011680687711274425,0.0001351351449912606,0.0008076605731254602,0.2110179478678302
PECGONCOATr,2915.950000000083,5.114889849735865e-05,0.00020669997928980246,0.35493619879113497,0.00023547997970346782,0.01160851452094804,0.00013513609686664164,0.0007960608116933311,0.2110179478678302
PEFLIP,4362.93333333318,0.028957562185774135,0.0012806132466782409,0.5100999655291278,0.0011413904368243039,0.011777232161869029,0.000135136793114782,0.0008100038707487935,0.2110179478678302
PEFLIPm,4363.099999999847,0.028960721360593984,0.0010615424650440286,0.5100648007720943,0.0009623915806881423,0.011777349575037035,0.00013513633993950116,0.0008100057945096622,0.2110179478678302
